ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5001445,M,Y,Y,2,32317.52,Pensioner,Secondary / secondary special,Married,House / apartment,-8213,365243,1,0,1,0,High skill tech staff,3
5001446,F,N,Y,0,98527.25,Working,Higher education,Single / not married,House / apartment,-15963,-7253,1,0,1,0,High skill tech staff,1
5001447,F,N,Y,0,51188.48,Working,Secondary / secondary special,Married,House / apartment,-7358,-4110,1,0,1,0,High skill tech staff,1
5001448,F,Y,Y,0,25582.2,Pensioner,Secondary / secondary special,Married,House / apartment,-24194,365243,1,0,0,1,Accountants,1
5001449,F,Y,Y,0,51774.93,Working,Secondary / secondary special,Married,Rented apartment,-11058,-3515,1,0,1,0,Drivers,1
5001450,F,N,N,0,49045.72,State servant,Incomplete higher,Widow,House / apartment,-8929,-7063,1,0,0,0,Drivers,2
5001451,F,N,Y,1,47163.16,Working,Secondary / secondary special,Married,Office apartment,-11182,-112,1,0,0,0,Sales staff,2
5001452,F,Y,Y,0,45725.52,State servant,Higher education,Married,House / apartment,-10118,-4734,1,0,1,0,Managers,1
5001453,F,Y,Y,0,99899.64,Working,Higher education,Married,House / apartment,-24772,-1048,1,0,0,0,Drivers,1
5001454,M,N,Y,0,53971.97,Working,Secondary / secondary special,Married,House / apartment,-8208,-4916,1,0,1,0,Managers,2
5001455,F,Y,Y,0,84362.72,Commercial associate,Secondary / secondary special,Married,With parents,-24253,-1537,1,0,0,0,Drivers,2
5001456,F,Y,N,1,63947.55,State servant,Secondary / secondary special,Widow,House / apartment,-23238,-1088,1,0,0,0,Medicine staff,3
5001457,F,N,Y,1,42463.2,Working,Higher education,Single / not married,House / apartment,-16032,-3923,1,0,0,0,Sales staff,3
5001458,M,N,Y,0,144486.03,Commercial associate,Higher education,Married,House / apartment,-17930,-1964,1,1,1,0,Sales staff,2
5001459,F,Y,Y,0,46511.63,State servant,Secondary / secondary special,Married,House / apartment,-9893,-171,1,0,0,0,High skill tech staff,2
5001460,M,N,Y,1,41668.03,Working,Secondary / secondary special,Married,House / apartment,-17675,-4249,1,0,0,1,Core staff,3
5001461,F,Y,Y,0,35092.24,Pensioner,Secondary / secondary special,Married,With parents,-13731,365243,1,1,0,1,Laborers,1
5001462,M,N,N,0,54464.94,Working,Secondary / secondary special,Civil marriage,House / apartment,-19242,-4178,1,0,1,0,Sales staff,2
5001463,F,N,Y,1,205390.32,Working,Higher education,Married,House / apartment,-16252,-1182,1,0,1,0,Managers,2
5001464,F,N,Y,0,83348.42,Working,Higher education,Married,House / apartment,-7584,-3689,1,0,1,1,Core staff,1
5001465,M,N,N,0,39399.08,Working,Secondary / secondary special,Married,House / apartment,-12375,-5939,1,0,0,0,Drivers,1
5001466,F,N,Y,0,115165.53,Working,Secondary / secondary special,Married,House / apartment,-19168,-4865,1,1,1,0,Managers,1
5001467,M,N,Y,0,30600.98,Working,Higher education,Civil marriage,Rented apartment,-22039,-1985,1,0,1,0,Core staff,1
5001468,F,N,N,0,39462.11,Working,Secondary / secondary special,Married,Rented apartment,-14867,-3633,1,0,0,0,Laborers,2
5001469,F,Y,Y,1,47719.31,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-25544,-6521,1,1,0,0,High skill tech staff,3
5001470,F,N,N,1,61158.07,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-17094,-5596,1,0,0,0,Laborers,3
5001471,F,N,Y,0,71605.87,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-18772,-5856,1,1,0,0,Sales staff,2
5001472,F,N,Y,0,77529.66,Working,Higher education,Widow,House / apartment,-25184,-2441,1,0,1,0,Core staff,2
5001473,M,Y,Y,1,62101.49,State servant,Secondary / secondary special,Married,House / apartment,-23879,-1263,1,0,0,1,Laborers,2
5001474,M,N,Y,0,65085.49,Working,Secondary / secondary special,Married,Municipal apartment,-17354,-45,1,0,0,0,nan,1
5001475,F,N,Y,1,47710.43,Working,Secondary / secondary special,Civil marriage,House / apartment,-10931,-6841,1,1,0,0,Core staff,3
5001476,F,N,Y,1,142318.3,Commercial associate,Higher education,Married,House / apartment,-7946,-6228,1,0,0,0,Medicine staff,2
5001477,F,N,N,0,29666.38,Commercial associate,Secondary / secondary special,Married,House / apartment,-7483,-1236,1,1,1,0,Sales staff,2
5001478,F,Y,N,0,20207.85,Working,Higher education,Civil marriage,House / apartment,-12564,-4330,1,0,0,0,Managers,2
5001479,M,Y,Y,1,68414.09,Working,Secondary / secondary special,Single / not married,House / apartment,-22422,-2316,1,0,0,0,Managers,2
5001480,F,Y,Y,1,27451.43,Pensioner,Secondary / secondary special,Married,Municipal apartment,-18406,365243,1,0,0,0,Managers,3
5001481,M,Y,N,2,106170.3,Working,Secondary / secondary special,Single / not married,House / apartment,-9283,-4431,1,0,1,0,nan,4
5001482,F,N,N,1,117554.42,Working,Academic degree,Civil marriage,With parents,-20948,-2130,1,0,0,0,Managers,3
5001483,M,N,Y,1,67087.73,State servant,Secondary / secondary special,Married,House / apartment,-13501,-983,1,0,0,0,nan,3
5001484,M,N,N,0,39377.99,Working,Secondary / secondary special,Married,House / apartment,-23993,-6329,1,0,0,0,Core staff,1
5001485,M,N,Y,0,91361.61,Commercial associate,Incomplete higher,Widow,House / apartment,-13385,-4157,1,0,1,0,Drivers,1
5001486,M,Y,Y,0,41011.84,Working,Secondary / secondary special,Widow,With parents,-14367,-5398,1,0,1,0,nan,1
5001487,F,Y,Y,1,65460.48,Working,Higher education,Married,Municipal apartment,-15284,-7165,1,0,1,0,Drivers,3
5001488,M,Y,N,1,42326.5,Working,Secondary / secondary special,Married,With parents,-17815,-4766,1,0,0,0,Core staff,2
5001489,M,Y,N,1,68855.11,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-19473,-2439,1,1,1,0,Accountants,2
5001490,M,N,N,0,43787.2,Working,Secondary / secondary special,Married,House / apartment,-10983,-5865,1,0,1,0,Managers,2
5001491,M,Y,Y,1,124968.37,Commercial associate,Higher education,Single / not married,House / apartment,-22552,-3992,1,0,0,0,High skill tech staff,2
5001492,M,Y,N,0,63101.57,State servant,Secondary / secondary special,Married,House / apartment,-22441,-1845,1,1,0,0,Laborers,1
5001493,M,Y,Y,0,25338.59,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-7712,365243,1,0,0,0,Sales staff,1
5001494,F,N,Y,0,40081.24,Working,Secondary / secondary special,Married,House / apartment,-23695,-1418,1,0,0,1,Drivers,2
5001495,F,N,Y,1,27680.63,Working,Secondary / secondary special,Separated,House / apartment,-11445,-4827,1,1,1,0,Drivers,2
5001496,F,N,Y,0,22399.26,Working,Incomplete higher,Married,House / apartment,-6882,-5164,1,0,1,0,Managers,2
5001497,F,N,N,0,74589.19,Working,Secondary / secondary special,Married,House / apartment,-9714,-5206,1,0,0,0,Laborers,2
5001498,M,N,Y,0,48234.51,State servant,Incomplete higher,Civil marriage,House / apartment,-13041,-5244,1,1,1,0,Accountants,1
5001499,F,Y,N,1,14739.26,Student,Higher education,Married,House / apartment,-22141,-4027,1,0,1,0,Drivers,2
5001500,F,N,Y,0,77836.18,Working,Higher education,Married,House / apartment,-24585,-5364,1,0,0,1,Laborers,1
5001501,F,N,Y,1,35431.05,Working,Secondary / secondary special,Separated,House / apartment,-12832,-2028,1,1,1,0,Medicine staff,2
5001502,M,N,N,0,49891.41,State servant,Secondary / secondary special,Married,House / apartment,-6591,-5674,1,0,1,0,Drivers,1
5001503,M,N,Y,0,17813.72,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-18978,365243,1,0,1,1,Accountants,2
5001504,M,Y,N,1,65649.59,Working,Secondary / secondary special,Married,House / apartment,-8974,-3823,1,0,1,0,Accountants,3
5001505,M,N,N,1,51002.24,Working,Secondary / secondary special,Single / not married,House / apartment,-18093,-6847,1,0,1,0,Drivers,2
5001506,F,Y,Y,1,61382.54,Working,Secondary / secondary special,Married,Rented apartment,-19527,-2478,1,0,1,1,Core staff,2
5001507,F,N,N,4,36091.69,State servant,Lower secondary,Married,House / apartment,-23907,-4579,1,1,0,0,High skill tech staff,6
5001508,F,Y,Y,1,54786.94,Working,Secondary / secondary special,Civil marriage,House / apartment,-21694,-5948,1,0,0,0,Core staff,3
5001509,F,Y,N,1,16552.65,Pensioner,Secondary / secondary special,Married,House / apartment,-18783,365243,1,0,0,0,Core staff,3
5001510,F,N,Y,1,177352.5,Working,Higher education,Widow,House / apartment,-13668,-175,1,0,0,0,Drivers,3
5001511,F,N,Y,1,62033.45,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11184,-74,1,1,0,0,Medicine staff,3
5001512,F,Y,Y,0,105701.26,Working,Secondary / secondary special,Single / not married,House / apartment,-10229,-2800,1,0,0,0,Sales staff,2
5001513,M,N,Y,1,43488.56,Working,Secondary / secondary special,Married,House / apartment,-16914,-2567,1,0,0,0,Managers,2
5001514,M,N,N,0,30563.45,Working,Secondary / secondary special,Married,With parents,-14295,-6151,1,0,0,0,Core staff,2
5001515,M,Y,N,0,49116.44,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-10661,-6648,1,1,1,0,Drivers,1
5001516,F,N,N,0,48063.68,Working,Secondary / secondary special,Married,House / apartment,-8400,-2099,1,0,1,0,Core staff,1
5001517,F,N,Y,2,58144.29,Commercial associate,Secondary / secondary special,Married,House / apartment,-10624,-5200,1,0,1,0,Medicine staff,3
5001518,M,N,N,0,113289.64,Working,Secondary / secondary special,Separated,House / apartment,-8208,-6663,1,0,1,0,Laborers,1
5001519,F,Y,Y,0,33353.64,Working,Secondary / secondary special,Married,House / apartment,-14977,-6461,1,0,1,0,Sales staff,1
5001520,M,Y,Y,1,37341.2,Working,Secondary / secondary special,Single / not married,With parents,-20562,-2880,1,0,1,0,Accountants,2
5001521,F,N,Y,0,84456.79,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-16778,-6797,1,0,0,0,Core staff,2
5001522,M,N,Y,0,24004.61,Working,Secondary / secondary special,Married,House / apartment,-7245,-7236,1,0,0,1,Managers,1
5001523,M,N,N,2,52948.91,Working,Incomplete higher,Married,With parents,-9516,-4442,1,1,0,0,Laborers,4
5001524,F,Y,Y,1,65311.13,Commercial associate,Secondary / secondary special,Married,House / apartment,-12143,-943,1,1,0,1,Laborers,2
5001525,M,N,Y,0,59575.96,Working,Secondary / secondary special,Separated,House / apartment,-19553,-4080,1,0,0,0,Drivers,2
5001526,M,N,N,0,48750.66,Working,Lower secondary,Separated,House / apartment,-13332,-3158,1,0,1,1,Accountants,2
5001527,M,Y,N,0,155880.67,Working,Higher education,Single / not married,House / apartment,-7828,-5771,1,0,0,0,Laborers,2
5001528,F,N,N,0,32920.7,Working,Secondary / secondary special,Civil marriage,House / apartment,-23916,-4927,1,1,0,0,Core staff,1
5001529,F,N,Y,1,38974.62,Commercial associate,Lower secondary,Married,House / apartment,-12044,-5243,1,0,1,0,Sales staff,2
5001530,M,Y,N,0,64489.17,Working,Secondary / secondary special,Married,Office apartment,-11157,-2333,1,0,1,0,nan,1
5001531,F,N,Y,0,81416.87,Working,Academic degree,Married,House / apartment,-17624,-3207,1,0,1,0,Laborers,1
5001532,F,Y,Y,0,37319.44,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-11713,365243,1,0,1,1,High skill tech staff,2
5001533,M,N,N,0,26047.62,Working,Secondary / secondary special,Married,Co-op apartment,-21969,-1511,1,0,0,0,Drivers,2
5001534,M,N,N,0,212562.89,Commercial associate,Higher education,Married,House / apartment,-14050,-1345,1,0,1,0,Sales staff,2
5001535,M,N,N,2,60065.25,Working,Secondary / secondary special,Married,House / apartment,-13079,-5316,1,0,1,1,Core staff,3
5001536,M,N,Y,0,30067.54,Commercial associate,Secondary / secondary special,Widow,House / apartment,-9871,-3788,1,0,0,0,Sales staff,1
5001537,F,N,N,1,104882.42,Commercial associate,Higher education,Single / not married,House / apartment,-14056,-1744,1,1,0,0,Sales staff,2
5001538,M,Y,N,0,19393.75,Pensioner,Secondary / secondary special,Married,Rented apartment,-22759,365243,1,0,1,0,Medicine staff,2
5001539,F,N,Y,0,86009.17,State servant,Incomplete higher,Widow,House / apartment,-17264,-907,1,0,0,0,nan,1
5001540,F,Y,Y,0,17627.22,Pensioner,Secondary / secondary special,Married,House / apartment,-22215,365243,1,0,0,0,nan,1
5001541,M,Y,N,1,55119.07,Pensioner,Incomplete higher,Married,House / apartment,-21506,365243,1,0,1,0,Laborers,3
5001542,F,Y,Y,0,28300.9,Working,Secondary / secondary special,Married,House / apartment,-22890,-2671,1,1,1,0,Laborers,2
5001543,M,N,N,0,31620.27,Working,Secondary / secondary special,Married,House / apartment,-12587,-6770,1,0,1,0,Core staff,1
5001544,F,Y,Y,2,54761.58,State servant,Secondary / secondary special,Married,House / apartment,-11889,-6722,1,0,0,0,Core staff,4
5001545,F,Y,N,1,50813.05,State servant,Higher education,Married,House / apartment,-6817,-3721,1,0,1,0,Sales staff,3
5001546,F,Y,N,0,38196.82,Working,Secondary / secondary special,Separated,House / apartment,-21400,-1409,1,0,1,0,Managers,1
5001547,F,Y,Y,0,24626.49,Working,Secondary / secondary special,Married,House / apartment,-21903,-4750,1,0,0,0,Sales staff,1
5001548,M,N,N,0,27469.36,Pensioner,Secondary / secondary special,Married,House / apartment,-14746,365243,1,1,0,0,nan,2
5001549,F,N,Y,0,72964.71,Working,Secondary / secondary special,Single / not married,House / apartment,-13615,-6278,1,1,1,0,High skill tech staff,1
5001550,F,Y,Y,1,114149.81,Working,Secondary / secondary special,Single / not married,Rented apartment,-17429,-4371,1,1,0,0,Drivers,2
5001551,F,N,Y,0,115602.11,Commercial associate,Higher education,Widow,House / apartment,-16489,-6331,1,0,0,0,Managers,1
5001552,F,N,Y,1,66713.19,Working,Secondary / secondary special,Married,House / apartment,-14225,-4359,1,0,0,0,Managers,3
5001553,F,N,N,0,22929.35,Working,Secondary / secondary special,Single / not married,House / apartment,-17418,-3438,1,0,1,0,Sales staff,2
5001554,M,N,N,0,34599.31,Pensioner,Incomplete higher,Married,House / apartment,-22670,365243,1,0,1,0,Sales staff,1
5001555,M,N,Y,0,36562.28,Working,Secondary / secondary special,Married,Municipal apartment,-21663,-2105,1,0,0,0,nan,1
5001556,F,Y,Y,0,28689.51,State servant,Incomplete higher,Married,House / apartment,-22593,-4743,1,1,0,0,Managers,1
5001557,M,N,Y,1,31941.2,State servant,Incomplete higher,Married,House / apartment,-12332,-4893,1,0,0,0,Sales staff,3
5001558,F,N,N,1,43036.69,Pensioner,Secondary / secondary special,Married,House / apartment,-9176,365243,1,0,1,0,Managers,3
5001559,F,N,N,0,12969.9,Student,Lower secondary,Single / not married,House / apartment,-20481,-4947,1,0,1,0,nan,1
5001560,M,N,N,1,25241.26,Working,Secondary / secondary special,Married,House / apartment,-19809,-2101,1,1,0,1,Core staff,2
5001561,M,Y,N,2,50620.85,Commercial associate,Incomplete higher,Separated,With parents,-14585,-693,1,0,0,0,nan,4
5001562,F,N,Y,0,36296.51,Pensioner,Secondary / secondary special,Widow,House / apartment,-19163,365243,1,0,0,0,Sales staff,2
5001563,M,N,Y,1,36191.77,Working,Secondary / secondary special,Married,House / apartment,-16045,-6399,1,0,0,0,Accountants,3
5001564,F,Y,N,0,36968.53,Working,Higher education,Married,With parents,-10138,-4475,1,0,0,0,Laborers,2
5001565,M,Y,N,0,44549.73,Commercial associate,Incomplete higher,Married,With parents,-19096,-2716,1,0,1,1,Sales staff,1
5001566,F,N,N,0,91231.06,Commercial associate,Secondary / secondary special,Married,House / apartment,-18651,-6836,1,0,0,0,Laborers,1
5001567,M,N,N,0,12508.73,Pensioner,Secondary / secondary special,Widow,House / apartment,-12033,365243,1,0,1,0,Core staff,1
5001568,F,N,N,1,54313.67,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-24353,-6174,1,0,1,0,Sales staff,2
5001569,F,N,N,0,75636.2,Commercial associate,Higher education,Married,With parents,-16671,-4099,1,0,1,1,Managers,2
5001570,F,N,N,0,43607.94,Commercial associate,Secondary / secondary special,Married,House / apartment,-10825,-5532,1,1,0,0,Laborers,1
5001571,M,Y,N,0,41406.86,Working,Higher education,Single / not married,House / apartment,-17124,-4395,1,0,0,0,Sales staff,2
5001572,F,Y,Y,0,76308.76,Working,Secondary / secondary special,Married,Office apartment,-10123,-5213,1,0,1,1,nan,1
5001573,F,Y,Y,0,49524.48,Pensioner,Secondary / secondary special,Separated,House / apartment,-14482,365243,1,0,0,0,Managers,1
5001574,M,Y,Y,0,51400.01,Working,Secondary / secondary special,Married,With parents,-9235,-760,1,0,0,0,Laborers,2
5001575,M,Y,N,0,19961.42,Student,Higher education,Separated,House / apartment,-15659,-1557,1,0,0,1,Laborers,2
5001576,M,N,Y,0,28491.99,Pensioner,Lower secondary,Widow,Municipal apartment,-20304,365243,1,0,1,0,Accountants,2
5001577,F,N,Y,0,73505.55,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9435,-1661,1,0,1,0,Core staff,2
5001578,F,Y,Y,2,41603.1,State servant,Lower secondary,Single / not married,House / apartment,-21359,-4191,1,0,0,0,Accountants,3
5001579,F,Y,N,0,63242.61,Commercial associate,Lower secondary,Married,House / apartment,-8520,-5003,1,0,0,0,Core staff,2
5001580,M,Y,Y,1,54351.81,Working,Higher education,Separated,House / apartment,-17562,-1028,1,0,0,0,Managers,3
5001581,M,N,Y,2,16323.58,Commercial associate,Incomplete higher,Single / not married,With parents,-6722,-5313,1,0,0,1,Managers,3
5001582,F,Y,Y,0,58414.84,Working,Higher education,Married,With parents,-25248,-890,1,1,1,0,Drivers,2
5001583,F,Y,N,0,66717.4,Working,Secondary / secondary special,Married,House / apartment,-6851,-6341,1,1,0,0,High skill tech staff,2
5001584,F,N,Y,0,49701.8,Working,Secondary / secondary special,Married,House / apartment,-25197,-2666,1,0,0,0,nan,1
5001585,M,N,Y,2,48350.52,Pensioner,Higher education,Single / not married,House / apartment,-8696,365243,1,0,0,0,Laborers,4
5001586,F,Y,N,0,36878.43,Working,Lower secondary,Married,House / apartment,-21088,-3657,1,0,1,0,High skill tech staff,2
5001587,M,N,Y,0,44943.27,Working,Secondary / secondary special,Single / not married,House / apartment,-19595,-4143,1,0,0,0,Accountants,1
5001588,M,Y,Y,0,68819.48,Working,Higher education,Single / not married,House / apartment,-8486,-5589,1,1,0,0,Core staff,1
5001589,F,N,N,1,152812.17,Working,Higher education,Married,House / apartment,-24569,-5042,1,0,0,0,Core staff,2
5001590,F,N,Y,0,71612.64,Working,Secondary / secondary special,Separated,Office apartment,-12646,-589,1,0,1,0,Managers,2
5001591,F,Y,N,0,67473.4,Working,Secondary / secondary special,Single / not married,House / apartment,-17727,-487,1,0,0,0,Core staff,1
5001592,M,N,Y,0,45421.64,Pensioner,Higher education,Married,House / apartment,-14798,365243,1,0,0,0,Drivers,1
5001593,M,Y,Y,0,26922.72,Working,Secondary / secondary special,Separated,Municipal apartment,-7714,-5167,1,0,1,0,Laborers,2
